Nr	ID	Orig	Pair	Site	Bed	Soil	Alt	LL09a	BMtL10mg	BMS10mg	H10f	tBB10d	tSB10d	dB10d
551	ID551	O1200m	Bex	Surc	bed20	gra	1200m	1.6	467.7	1349.8	7	162	192	30
552	ID552	O1800m	Frut	Surc	bed20	gra	1200m	2.1	662.1	415.5	5	162	184	22
553	ID553	O1200m	Lumn	Surc	bed20	gra	1200m	0.5	69.1	0	0	NA	NA	0
554	ID554	O1800m	Chat	Surc	bed20	gra	1200m	0.7	229.1	0	0	NA	NA	0
555	ID555	O1200m	Frut	Surc	bed20	gra	1200m	2	822	384.3	8	162	199	37
556	ID556	O1800m	Luts	Surc	bed20	gra	1200m	0.5	340.2	0	0	NA	NA	0
557	ID557	O1200m	Chat	Surc	bed20	gra	1200m	0.6	26.3	0	0	184	199	0
558	ID558	O1800m	Flue	Surc	bed20	gra	1200m	0.9	89.7	68.6	1	NA	NA	NA
559	ID559	O1200m	Luts	Surc	bed20	gra	1200m	0.8	171.7	485	6	170	192	22
560	ID560	O1800m	Hein	Surc	bed20	gra	1200m	0.7	6.7	0	0	NA	NA	0
561	ID561	O1200m	Flue	Fale	bed21	sol	1200m	1.4	1121.6	207.2	2	138	192	54
562	ID562	O1800m	Vatt	Fale	bed21	sol	1200m	1	486.1	214.1	2	138	192	54
563	ID563	O1200m	Hein	Fale	bed21	sol	1200m	0.6	165.7	0	0	NA	NA	0
564	ID564	O1800m	Bex	Fale	bed21	sol	1200m	0.9	NA	NA	NA	NA	NA	NA
565	ID565	O1200m	Hasl	Fale	bed21	sol	1200m	0.9	130.3	711.3	4	162	192	30
566	ID566	O1800m	Ober	Fale	bed21	sol	1200m	0.7	4.5	0	0	NA	NA	0
567	ID567	O1200m	Sach	Fale	bed21	sol	1200m	0.5	NA	NA	NA	NA	NA	NA
568	ID568	O1800m	Lumn	Fale	bed21	sol	1200m	0.6	48.3	0	0	NA	NA	0
569	ID569	O1200m	Vatt	Fale	bed21	sol	1200m	0.4	NA	NA	NA	NA	NA	NA
570	ID570	O1800m	Hasl	Fale	bed21	sol	1200m	0.7	102.7	135.4	1	192	192	0
571	ID571	O1200m	Ober	Fale	bed21	sol	1200m	1.6	73.8	168.8	3	162	192	30
572	ID572	O1800m	Lenk	Fale	bed21	sol	1200m	0.9	120.6	0	0	NA	NA	0
573	ID573	O1200m	Chat	Fale	bed21	sol	1200m	1.3	76.9	0	0	NA	NA	0
574	ID574	O1800m	Frut	Fale	bed21	sol	1200m	1.3	101.5	0	0	NA	NA	0
575	ID575	O1200m	Frut	Fale	bed21	sol	1200m	1	138.1	0	0	NA	NA	0
576	ID576	O1800m	Sach	Fale	bed21	sol	1200m	0.8	23.3	0	0	NA	NA	0
577	ID577	O1200m	Luts	Fale	bed21	sol	1200m	0.9	34	0	0	NA	NA	0
578	ID578	O1800m	Chat	Fale	bed21	sol	1200m	1.1	73.3	0	0	NA	NA	0
579	ID579	O1200m	Lumn	Fale	bed21	sol	1200m	0.3	34.5	0	0	NA	NA	0
580	ID580	O1800m	Reic	Fale	bed21	sol	1200m	1.4	64.6	0	0	NA	NA	0
581	ID581	O1200m	Lenk	Fale	bed21	sol	1200m	1.1	90.4	0	0	NA	NA	0
582	ID582	O1800m	Brie	Fale	bed21	sol	1200m	0.7	30.2	0	0	NA	NA	0
583	ID583	O1200m	Reic	Fale	bed21	sol	1200m	0.8	176	157	1	162	192	30
584	ID584	O1800m	Luts	Fale	bed21	sol	1200m	0.5	3.8	0	0	NA	NA	0
585	ID585	O1200m	Bex	Fale	bed21	sol	1200m	2.4	478.6	1122	14	176	NA	NA
586	ID586	O1800m	Flue	Fale	bed21	sol	1200m	1	101.5	0	0	NA	NA	0
587	ID587	O1200m	Brie	Fale	bed21	sol	1200m	1	180.4	0	0	NA	NA	0
588	ID588	O1800m	Hein	Fale	bed21	sol	1200m	0.6	NA	NA	NA	NA	NA	NA
589	ID589	O1200m	Flue	Fale	bed22	sol	1200m	0.5	NA	NA	NA	NA	NA	NA
590	ID590	O1800m	Bex	Fale	bed22	sol	1200m	1.6	81.8	1327.5	14	146	184	38
591	ID591	O1200m	Hein	Fale	bed22	sol	1200m	0.5	4.2	0	0	NA	NA	0
592	ID592	O1800m	Ober	Fale	bed22	sol	1200m	1	20.5	0	0	NA	NA	0
593	ID593	O1200m	Vatt	Fale	bed22	sol	1200m	0.4	NA	NA	NA	NA	NA	NA
594	ID594	O1800m	Lenk	Fale	bed22	sol	1200m	1.2	305.3	836.7	4	170	176	6
595	ID595	O1200m	Chat	Fale	bed22	sol	1200m	0.9	290.4	0	0	NA	NA	0
596	ID596	O1800m	Frut	Fale	bed22	sol	1200m	1.1	NA	NA	NA	NA	NA	NA
597	ID597	O1200m	Lenk	Fale	bed22	sol	1200m	1.5	474.6	1026.6	9	138	170	32
598	ID598	O1800m	Hasl	Fale	bed22	sol	1200m	2.9	1347.3	0	0	NA	NA	0
599	ID599	O1200m	Bex	Fale	bed22	sol	1200m	1.3	NA	NA	NA	NA	NA	NA
600	ID600	O1800m	Sach	Fale	bed22	sol	1200m	0.6	NA	NA	NA	NA	NA	NA
601	ID601	O1200m	Ober	Fale	bed22	sol	1200m	1.4	611.1	435.8	5	162	199	37
602	ID602	O1800m	Vatt	Fale	bed22	sol	1200m	0.8	66.6	0	0	NA	NA	0
603	ID603	O1200m	Hasl	Fale	bed22	sol	1200m	1	NA	NA	NA	NA	NA	NA
604	ID604	O1800m	Lumn	Fale	bed22	sol	1200m	0.4	NA	NA	NA	NA	NA	NA
605	ID605	O1200m	Luts	Fale	bed22	sol	1200m	1.1	228.3	327.5	2	162	199	37
606	ID606	O1800m	Brie	Fale	bed22	sol	1200m	1.8	681.8	732.3	3	170	192	22
607	ID607	O1200m	Frut	Fale	bed22	sol	1200m	1.7	510.1	487.4	4	170	192	22
608	ID608	O1800m	Luts	Fale	bed22	sol	1200m	0.5	NA	NA	NA	NA	NA	NA
609	ID609	O1200m	Sach	Fale	bed22	sol	1200m	0.6	76.4	0	0	NA	NA	0
610	ID610	O1800m	Reic	Fale	bed22	sol	1200m	0.6	26.7	0	0	NA	NA	0
611	ID611	O1200m	Lumn	Fale	bed22	sol	1200m	0.4	NA	NA	NA	NA	NA	NA
612	ID612	O1800m	Flue	Fale	bed22	sol	1200m	1.1	165.3	616.4	6	162	192	30
613	ID613	O1200m	Reic	Fale	bed22	sol	1200m	0.5	14.6	0	0	NA	NA	0
614	ID614	O1800m	Chat	Fale	bed22	sol	1200m	0.9	1.3	0	0	NA	NA	0
615	ID615	O1200m	Brie	Fale	bed22	sol	1200m	1.1	470.6	0	0	NA	NA	0
616	ID616	O1800m	Hein	Fale	bed22	sol	1200m	0.8	12.2	0	0	NA	NA	0
617	ID617	O1200m	Flue	Fale	bed23	gra	1200m	1.5	121.4	367.2	3	154	192	38
618	ID618	O1800m	Vatt	Fale	bed23	gra	1200m	1.2	188.1	223.9	2	170	192	22
619	ID619	O1200m	Hein	Fale	bed23	gra	1200m	0.5	60.9	0	0	NA	NA	0
620	ID620	O1800m	Bex	Fale	bed23	gra	1200m	1	137.3	0	0	NA	NA	0
621	ID621	O1200m	Hasl	Fale	bed23	gra	1200m	1.2	185.1	683.9	4	146	192	46
622	ID622	O1800m	Ober	Fale	bed23	gra	1200m	1.1	570.7	0	0	NA	NA	0
623	ID623	O1200m	Sach	Fale	bed23	gra	1200m	0.8	102	0	0	NA	NA	0
624	ID624	O1800m	Lumn	Fale	bed23	gra	1200m	0.4	214.7	0	0	NA	NA	0
625	ID625	O1200m	Vatt	Fale	bed23	gra	1200m	0.4	NA	NA	NA	NA	NA	NA
626	ID626	O1800m	Hasl	Fale	bed23	gra	1200m	0.9	207.8	0	0	170	192	0
627	ID627	O1200m	Ober	Fale	bed23	gra	1200m	1.5	114.8	604.7	15	146	192	46
628	ID628	O1800m	Lenk	Fale	bed23	gra	1200m	1.2	143.2	0	0	NA	NA	0
629	ID629	O1200m	Chat	Fale	bed23	gra	1200m	1.1	300.3	913.3	6	170	192	22
630	ID630	O1800m	Frut	Fale	bed23	gra	1200m	1.2	86.6	83.1	1	162	192	30
631	ID631	O1200m	Frut	Fale	bed23	gra	1200m	1.7	535.6	698.6	10	146	192	46
632	ID632	O1800m	Sach	Fale	bed23	gra	1200m	1.1	132.5	112.3	2	162	192	30
633	ID633	O1200m	Luts	Fale	bed23	gra	1200m	0.7	363.9	0	0	NA	192	0
634	ID634	O1800m	Chat	Fale	bed23	gra	1200m	2.1	278	191.1	3	146	192	46
635	ID635	O1200m	Lumn	Fale	bed23	gra	1200m	0.7	58.3	63.7	1	192	221	29
636	ID636	O1800m	Reic	Fale	bed23	gra	1200m	0.8	343	0	0	NA	NA	0
637	ID637	O1200m	Lenk	Fale	bed23	gra	1200m	1.1	216.9	230.7	6	138	162	24
638	ID638	O1800m	Brie	Fale	bed23	gra	1200m	1.2	217.6	912	11	146	192	46
639	ID639	O1200m	Reic	Fale	bed23	gra	1200m	0.6	104	101.9	2	184	192	8
640	ID640	O1800m	Luts	Fale	bed23	gra	1200m	0.5	NA	NA	NA	NA	NA	NA
641	ID641	O1200m	Bex	Fale	bed23	gra	1200m	1.9	592.6	2000.8	9	146	192	46
642	ID642	O1800m	Flue	Fale	bed23	gra	1200m	0.8	89.9	0	0	NA	NA	0
643	ID643	O1200m	Brie	Fale	bed23	gra	1200m	0.7	194.2	0	0	NA	NA	0
644	ID644	O1800m	Hein	Fale	bed23	gra	1200m	0.4	31.8	0	0	NA	NA	0
645	ID645	O1200m	Flue	Fale	bed24	gra	1200m	0.6	NA	NA	NA	NA	NA	NA
646	ID646	O1800m	Bex	Fale	bed24	gra	1200m	2.2	451.2	517.4	7	162	192	30
647	ID647	O1200m	Hein	Fale	bed24	gra	1200m	0.5	70.4	0	0	NA	NA	0
648	ID648	O1800m	Ober	Fale	bed24	gra	1200m	1.2	14.1	0	0	NA	NA	0
649	ID649	O1200m	Vatt	Fale	bed24	gra	1200m	0.3	NA	NA	NA	NA	NA	NA
650	ID650	O1800m	Lenk	Fale	bed24	gra	1200m	0.9	11.8	0	0	NA	NA	0
651	ID651	O1200m	Chat	Fale	bed24	gra	1200m	1.5	109.4	0	0	NA	NA	0
652	ID652	O1800m	Frut	Fale	bed24	gra	1200m	0.9	NA	NA	NA	NA	NA	NA
653	ID653	O1200m	Lenk	Fale	bed24	gra	1200m	0.5	NA	NA	NA	NA	NA	NA
654	ID654	O1800m	Hasl	Fale	bed24	gra	1200m	1.5	102.8	0	0	NA	NA	0
655	ID655	O1200m	Bex	Fale	bed24	gra	1200m	1.4	9.5	0	0	NA	NA	0
656	ID656	O1800m	Sach	Fale	bed24	gra	1200m	0.9	NA	NA	NA	NA	NA	NA
657	ID657	O1200m	Ober	Fale	bed24	gra	1200m	1.2	239.2	0	0	NA	NA	0
658	ID658	O1800m	Vatt	Fale	bed24	gra	1200m	0.8	NA	NA	NA	NA	NA	NA
659	ID659	O1200m	Hasl	Fale	bed24	gra	1200m	0.4	0.4	0	0	NA	NA	0
660	ID660	O1800m	Lumn	Fale	bed24	gra	1200m	0.4	NA	NA	NA	NA	NA	NA
661	ID661	O1200m	Luts	Fale	bed24	gra	1200m	0.9	259.2	534.9	5	146	192	46
662	ID662	O1800m	Brie	Fale	bed24	gra	1200m	1.7	1034.1	999.5	7	184	199	15
663	ID663	O1200m	Frut	Fale	bed24	gra	1200m	2.4	557.7	1545.1	18	138	170	32
664	ID664	O1800m	Luts	Fale	bed24	gra	1200m	0.5	20.3	0	0	NA	NA	0
665	ID665	O1200m	Sach	Fale	bed24	gra	1200m	0.8	NA	NA	NA	NA	NA	NA
666	ID666	O1800m	Reic	Fale	bed24	gra	1200m	0.7	NA	NA	NA	NA	NA	NA
667	ID667	O1200m	Lumn	Fale	bed24	gra	1200m	0.4	194.7	117.1	1	NA	NA	NA
668	ID668	O1800m	Flue	Fale	bed24	gra	1200m	1	207.6	104.7	1	162	192	30
669	ID669	O1200m	Reic	Fale	bed24	gra	1200m	0.4	30.5	0	0	NA	NA	0
670	ID670	O1800m	Chat	Fale	bed24	gra	1200m	0.9	NA	NA	NA	NA	NA	NA
671	ID671	O1200m	Brie	Fale	bed24	gra	1200m	0.8	402.8	454.8	3	170	192	22
672	ID672	O1800m	Hein	Fale	bed24	gra	1200m	1.1	25.3	0	0	NA	NA	0
673	ID673	O1200m	Sach	Neus	bed25	sol	1800m	0.9	NA	NA	NA	NA	NA	NA
674	ID674	O1800m	Frut	Neus	bed25	sol	1800m	1.8	27.6	0	0	NA	NA	0
675	ID675	O1200m	Hasl	Neus	bed25	sol	1800m	0.9	1.2	0	0	NA	NA	0
676	ID676	O1800m	Lumn	Neus	bed25	sol	1800m	0.7	NA	NA	NA	NA	NA	NA
677	ID677	O1200m	Frut	Neus	bed25	sol	1800m	1.7	445.3	1905.1	30	170	199	29
678	ID678	O1800m	Ober	Neus	bed25	sol	1800m	1.4	133.4	0	0	NA	NA	0
679	ID679	O1200m	Chat	Neus	bed25	sol	1800m	0.6	NA	NA	NA	NA	NA	NA
680	ID680	O1800m	Vatt	Neus	bed25	sol	1800m	0.6	128.4	0	0	NA	NA	0
681	ID681	O1200m	Ober	Neus	bed25	sol	1800m	1.6	28	0	0	NA	NA	0
682	ID682	O1800m	Hasl	Neus	bed25	sol	1800m	0.7	22.3	39.9	1	184	192	8
683	ID683	O1200m	Hein	Neus	bed25	sol	1800m	0.5	8	0	0	NA	NA	0
684	ID684	O1800m	Bex	Neus	bed25	sol	1800m	2.6	102.6	0	0	NA	NA	0
685	ID685	O1200m	Luts	Neus	bed25	sol	1800m	0.8	NA	NA	NA	NA	NA	NA
686	ID686	O1800m	Chat	Neus	bed25	sol	1800m	1.5	167.6	0	0	184	192	0
687	ID687	O1200m	Vatt	Neus	bed25	sol	1800m	0.5	NA	NA	NA	NA	NA	NA
688	ID688	O1800m	Reic	Neus	bed25	sol	1800m	0.7	34.6	0	0	NA	NA	0
689	ID689	O1200m	Reic	Neus	bed25	sol	1800m	0.9	286.1	10	2	184	NA	NA
690	ID690	O1800m	Lenk	Neus	bed25	sol	1800m	1.4	439.8	210.6	1	184	NA	NA
691	ID691	O1200m	Flue	Neus	bed25	sol	1800m	1.2	111.8	587.7	11	162	199	37
692	ID692	O1800m	Sach	Neus	bed25	sol	1800m	0.6	26.5	0	0	NA	NA	0
693	ID693	O1200m	Lenk	Neus	bed25	sol	1800m	1.9	35.9	3.9	1	NA	NA	NA
694	ID694	O1800m	Brie	Neus	bed25	sol	1800m	0.7	32.8	0	0	NA	NA	0
695	ID695	O1200m	Lumn	Neus	bed25	sol	1800m	0.3	NA	NA	NA	NA	NA	NA
696	ID696	O1800m	Luts	Neus	bed25	sol	1800m	0.5	23	0	0	NA	NA	0
697	ID697	O1200m	Brie	Neus	bed25	sol	1800m	1.1	NA	NA	NA	NA	NA	NA
698	ID698	O1800m	Hein	Neus	bed25	sol	1800m	0.5	5.8	0	0	NA	NA	0
699	ID699	O1200m	Bex	Neus	bed25	sol	1800m	1.3	15.4	519.3	4	184	205	21
700	ID700	O1800m	Flue	Neus	bed25	sol	1800m	0.4	33.5	0	0	NA	NA	0
701	ID701	O1200m	Frut	Neus	bed26	sol	1800m	1.7	NA	NA	NA	NA	NA	NA
702	ID702	O1800m	Lumn	Neus	bed26	sol	1800m	0.7	NA	NA	NA	NA	NA	NA
703	ID703	O1200m	Chat	Neus	bed26	sol	1800m	1	29.8	0	0	NA	NA	0
704	ID704	O1800m	Sach	Neus	bed26	sol	1800m	0.7	10.7	0	0	NA	NA	0
705	ID705	O1200m	Hein	Neus	bed26	sol	1800m	0.5	51.2	0	0	NA	NA	0
706	ID706	O1800m	Brie	Neus	bed26	sol	1800m	1	68.8	0	0	NA	NA	0
707	ID707	O1200m	Ober	Neus	bed26	sol	1800m	2	1	0	0	NA	NA	0
708	ID708	O1800m	Frut	Neus	bed26	sol	1800m	1.7	116.4	0	0	NA	NA	0
709	ID709	O1200m	Lenk	Neus	bed26	sol	1800m	1.6	156.5	3.8	2	184	192	8
710	ID710	O1800m	Reic	Neus	bed26	sol	1800m	0.9	77.9	0	0	NA	NA	0
711	ID711	O1200m	Hasl	Neus	bed26	sol	1800m	0.7	125.6	0	0	NA	NA	0
712	ID712	O1800m	Chat	Neus	bed26	sol	1800m	0.6	3	0	0	NA	NA	0
713	ID713	O1200m	Flue	Neus	bed26	sol	1800m	1.3	NA	NA	NA	NA	NA	NA
714	ID714	O1800m	Hasl	Neus	bed26	sol	1800m	1.2	7.8	0	0	NA	NA	0
715	ID715	O1200m	Vatt	Neus	bed26	sol	1800m	0.3	11.9	0	0	NA	NA	0
716	ID716	O1800m	Ober	Neus	bed26	sol	1800m	1.5	10.3	0	0	NA	NA	0
717	ID717	O1200m	Reic	Neus	bed26	sol	1800m	1.1	287.8	4	1	170	NA	NA
718	ID718	O1800m	Luts	Neus	bed26	sol	1800m	0.6	NA	NA	NA	NA	NA	NA
719	ID719	O1200m	Lumn	Neus	bed26	sol	1800m	0.5	NA	NA	NA	NA	NA	NA
720	ID720	O1800m	Vatt	Neus	bed26	sol	1800m	0.7	4.9	0	0	NA	NA	0
721	ID721	O1200m	Luts	Neus	bed26	sol	1800m	0.7	254.6	52.1	2	176	192	16
722	ID722	O1800m	Hein	Neus	bed26	sol	1800m	0.7	NA	NA	NA	NA	NA	NA
723	ID723	O1200m	Brie	Neus	bed26	sol	1800m	0.7	21.4	0	0	NA	NA	0
724	ID724	O1800m	Flue	Neus	bed26	sol	1800m	1.1	83.8	0	0	NA	NA	0
725	ID725	O1200m	Bex	Neus	bed26	sol	1800m	1.2	NA	NA	NA	170	NA	NA
726	ID726	O1800m	Bex	Neus	bed26	sol	1800m	0.8	NA	NA	NA	NA	NA	NA
727	ID727	O1200m	Sach	Neus	bed26	sol	1800m	0.6	NA	NA	NA	NA	NA	NA
728	ID728	O1800m	Lenk	Neus	bed26	sol	1800m	1.5	12.5	0	0	NA	NA	0
729	ID729	O1200m	Sach	Neus	bed27	gra	1800m	0.9	232.5	0	0	NA	NA	0
730	ID730	O1800m	Frut	Neus	bed27	gra	1800m	2.5	2.5	0	0	NA	NA	0
731	ID731	O1200m	Hasl	Neus	bed27	gra	1800m	1.5	212.5	0	0	NA	NA	0
732	ID732	O1800m	Lumn	Neus	bed27	gra	1800m	1	8.6	0	0	NA	NA	0
733	ID733	O1200m	Frut	Neus	bed27	gra	1800m	1.6	NA	NA	NA	NA	NA	NA
734	ID734	O1800m	Ober	Neus	bed27	gra	1800m	1.4	NA	NA	NA	NA	NA	NA
735	ID735	O1200m	Chat	Neus	bed27	gra	1800m	0.7	6.1	0	0	NA	NA	0
736	ID736	O1800m	Vatt	Neus	bed27	gra	1800m	1	NA	NA	NA	NA	NA	NA
737	ID737	O1200m	Ober	Neus	bed27	gra	1800m	1.5	78.2	334.5	6	184	192	8
738	ID738	O1800m	Hasl	Neus	bed27	gra	1800m	0.9	48.2	0	0	NA	NA	0
739	ID739	O1200m	Hein	Neus	bed27	gra	1800m	0.4	NA	NA	NA	NA	NA	NA
740	ID740	O1800m	Bex	Neus	bed27	gra	1800m	1.3	121.5	0	0	NA	NA	0
741	ID741	O1200m	Luts	Neus	bed27	gra	1800m	1.1	NA	NA	NA	NA	NA	NA
742	ID742	O1800m	Chat	Neus	bed27	gra	1800m	1.3	189.4	28.2	3	170	NA	NA
743	ID743	O1200m	Vatt	Neus	bed27	gra	1800m	0.4	49.3	0	0	NA	NA	0
744	ID744	O1800m	Reic	Neus	bed27	gra	1800m	0.5	NA	NA	NA	NA	NA	NA
745	ID745	O1200m	Reic	Neus	bed27	gra	1800m	0.8	114.8	0	0	192	192	0
746	ID746	O1800m	Lenk	Neus	bed27	gra	1800m	1.1	NA	NA	NA	NA	NA	NA
747	ID747	O1200m	Flue	Neus	bed27	gra	1800m	1.5	NA	NA	NA	NA	NA	NA
748	ID748	O1800m	Sach	Neus	bed27	gra	1800m	0.6	NA	NA	NA	NA	NA	NA
749	ID749	O1200m	Lenk	Neus	bed27	gra	1800m	1	NA	NA	NA	NA	NA	NA
750	ID750	O1800m	Brie	Neus	bed27	gra	1800m	0.8	361.3	97	3	192	192	0
751	ID751	O1200m	Lumn	Neus	bed27	gra	1800m	0.3	NA	NA	NA	NA	NA	NA
752	ID752	O1800m	Luts	Neus	bed27	gra	1800m	0.6	2.1	0	0	NA	NA	0
753	ID753	O1200m	Brie	Neus	bed27	gra	1800m	1.2	16.3	0	0	NA	NA	0
754	ID754	O1800m	Hein	Neus	bed27	gra	1800m	0.5	94.4	0	0	NA	NA	0
755	ID755	O1200m	Bex	Neus	bed27	gra	1800m	1.3	NA	NA	NA	NA	NA	NA
756	ID756	O1800m	Flue	Neus	bed27	gra	1800m	0.6	3.2	0	0	NA	NA	0
757	ID757	O1200m	Frut	Neus	bed28	gra	1800m	2.2	99.1	0	0	NA	NA	0
758	ID758	O1800m	Lumn	Neus	bed28	gra	1800m	0.6	258.8	0	0	NA	NA	0
759	ID759	O1200m	Chat	Neus	bed28	gra	1800m	0.8	702.4	0	0	192	192	0
760	ID760	O1800m	Sach	Neus	bed28	gra	1800m	0.9	NA	NA	NA	NA	NA	NA
761	ID761	O1200m	Hein	Neus	bed28	gra	1800m	0.7	202.1	246.7	3	184	192	8
762	ID762	O1800m	Brie	Neus	bed28	gra	1800m	1.3	88.4	0	0	NA	NA	0
763	ID763	O1200m	Ober	Neus	bed28	gra	1800m	1.8	129.3	404.2	6	184	205	21
764	ID764	O1800m	Frut	Neus	bed28	gra	1800m	1.3	41.8	26	2	184	192	8
765	ID765	O1200m	Lenk	Neus	bed28	gra	1800m	1.3	219	151.4	4	170	205	35
766	ID766	O1800m	Reic	Neus	bed28	gra	1800m	0.7	NA	NA	NA	NA	NA	NA
767	ID767	O1200m	Hasl	Neus	bed28	gra	1800m	1.1	5.9	406.3	7	170	192	22
768	ID768	O1800m	Chat	Neus	bed28	gra	1800m	0.8	93.4	13.4	1	184	205	21
769	ID769	O1200m	Flue	Neus	bed28	gra	1800m	1.6	120.8	7.2	1	NA	NA	NA
770	ID770	O1800m	Hasl	Neus	bed28	gra	1800m	1.2	1.7	22.7	1	184	192	8
771	ID771	O1200m	Vatt	Neus	bed28	gra	1800m	0.3	14.6	0	0	NA	NA	0
772	ID772	O1800m	Ober	Neus	bed28	gra	1800m	1.1	NA	NA	NA	NA	NA	NA
773	ID773	O1200m	Reic	Neus	bed28	gra	1800m	0.8	NA	NA	NA	NA	NA	NA
774	ID774	O1800m	Luts	Neus	bed28	gra	1800m	0.4	120.1	16.7	1	184	192	8
775	ID775	O1200m	Lumn	Neus	bed28	gra	1800m	0.5	46.5	0	0	NA	NA	0
776	ID776	O1800m	Vatt	Neus	bed28	gra	1800m	0.7	3.3	0	0	NA	NA	0
777	ID777	O1200m	Luts	Neus	bed28	gra	1800m	0.6	22.3	0	0	NA	NA	0
778	ID778	O1800m	Hein	Neus	bed28	gra	1800m	0.7	4.7	0	0	NA	NA	0
779	ID779	O1200m	Brie	Neus	bed28	gra	1800m	1.4	72.5	0	0	NA	NA	0
780	ID780	O1800m	Flue	Neus	bed28	gra	1800m	1.2	40.5	24	2	184	192	8
781	ID781	O1200m	Bex	Neus	bed28	gra	1800m	1.3	24.7	0	0	NA	NA	0
782	ID782	O1800m	Bex	Neus	bed28	gra	1800m	1	17.4	84	2	184	192	8
783	ID783	O1200m	Sach	Neus	bed28	gra	1800m	0.7	NA	NA	NA	NA	NA	NA
784	ID784	O1800m	Lenk	Neus	bed28	gra	1800m	1.3	23.4	43.1	1	192	192	0
785	ID785	O1200m	Frut	Purc	bed29	sol	1800m	1.3	354.7	5322.6	35	170	192	22
786	ID786	O1800m	Sach	Purc	bed29	sol	1800m	0.5	18.8	0	0	NA	NA	0
787	ID787	O1200m	Ober	Purc	bed29	sol	1800m	1.4	247.8	187.3	2	192	221	29
788	ID788	O1800m	Lumn	Purc	bed29	sol	1800m	0.6	78	0	0	NA	NA	0
789	ID789	O1200m	Chat	Purc	bed29	sol	1800m	1.5	197.5	24.1	1	199	199	0
790	ID790	O1800m	Brie	Purc	bed29	sol	1800m	1	35.1	533	4	199	242	43
791	ID791	O1200m	Hasl	Purc	bed29	sol	1800m	0.8	272.3	214.7	2	221	NA	NA
792	ID792	O1800m	Ober	Purc	bed29	sol	1800m	1.5	45.7	0	0	NA	NA	0
793	ID793	O1200m	Hein	Purc	bed29	sol	1800m	0.8	140	56	2	NA	NA	NA
794	ID794	O1800m	Frut	Purc	bed29	sol	1800m	1.2	175.3	0	0	NA	NA	0
795	ID795	O1200m	Lumn	Purc	bed29	sol	1800m	0.4	94.8	0	0	NA	NA	0
796	ID796	O1800m	Chat	Purc	bed29	sol	1800m	1.1	45.7	899.6	4	192	221	29
797	ID797	O1200m	Luts	Purc	bed29	sol	1800m	0.9	160.4	0	0	NA	NA	0
798	ID798	O1800m	Vatt	Purc	bed29	sol	1800m	0.5	17.8	0	0	NA	NA	0
799	ID799	O1200m	Flue	Purc	bed29	sol	1800m	0.6	31.2	0	0	NA	NA	0
800	ID800	O1800m	Hein	Purc	bed29	sol	1800m	0.7	92.4	0	0	NA	NA	0
801	ID801	O1200m	Vatt	Purc	bed29	sol	1800m	0.6	7.5	0	0	NA	NA	0
802	ID802	O1800m	Reic	Purc	bed29	sol	1800m	1	8.8	53.3	2	NA	NA	NA
803	ID803	O1200m	Lenk	Purc	bed29	sol	1800m	0.7	344.8	297.5	2	192	221	29
804	ID804	O1800m	Luts	Purc	bed29	sol	1800m	0.5	30.4	0	0	NA	NA	0
805	ID805	O1200m	Brie	Purc	bed29	sol	1800m	0.8	1.2	42.8	2	199	NA	NA
806	ID806	O1800m	Flue	Purc	bed29	sol	1800m	1.2	422.4	0	0	NA	NA	0
807	ID807	O1200m	Bex	Purc	bed29	sol	1800m	1.6	108.6	143	3	192	221	29
808	ID808	O1800m	Hasl	Purc	bed29	sol	1800m	0.9	452.4	4402.3	11	184	205	21
809	ID809	O1200m	Sach	Purc	bed29	sol	1800m	0.7	146.8	0	0	NA	NA	0
810	ID810	O1800m	Bex	Purc	bed29	sol	1800m	1.4	106.5	0	0	NA	NA	0
811	ID811	O1200m	Reic	Purc	bed29	sol	1800m	0.9	231	453.8	2	221	NA	NA
812	ID812	O1800m	Lenk	Purc	bed29	sol	1800m	1.1	375.9	3570.2	15	184	205	21
813	ID813	O1200m	Frut	Purc	bed30	sol	1800m	2.5	607	1939.4	17	162	205	43
814	ID814	O1800m	Chat	Purc	bed30	sol	1800m	0.7	16.9	0	0	NA	NA	0
815	ID815	O1200m	Ober	Purc	bed30	sol	1800m	1.7	NA	NA	NA	192	NA	NA
816	ID816	O1800m	Lumn	Purc	bed30	sol	1800m	0.4	1.9	0	0	NA	NA	0
817	ID817	O1200m	Chat	Purc	bed30	sol	1800m	1.1	49.1	25	1	NA	NA	NA
818	ID818	O1800m	Hein	Purc	bed30	sol	1800m	0.5	0.5	0	0	NA	NA	0
819	ID819	O1200m	Hasl	Purc	bed30	sol	1800m	1	66.3	300.7	2	199	234	35
820	ID820	O1800m	Ober	Purc	bed30	sol	1800m	1.4	33.9	42.3	2	NA	NA	NA
821	ID821	O1200m	Flue	Purc	bed30	sol	1800m	0.6	NA	NA	NA	NA	NA	NA
822	ID822	O1800m	Brie	Purc	bed30	sol	1800m	0.8	275.7	0	0	NA	NA	0
823	ID823	O1200m	Vatt	Purc	bed30	sol	1800m	1.1	NA	NA	NA	NA	NA	NA
824	ID824	O1800m	Sach	Purc	bed30	sol	1800m	0.7	NA	NA	NA	NA	NA	NA
825	ID825	O1200m	Luts	Purc	bed30	sol	1800m	0.7	119.7	0	0	NA	NA	0
